id	gene	type	rowno	test_code
24173	" CLN5"	genetic	NULL	LPE537
24176	" NME8"	genetic	NULL	LPE489
24180	" MSMO1"	genetic	NULL	LPE543
24181	" WNT7A"	genetic	NULL	LPE524
24183	" PEX1"	genetic	NULL	LPE535
24185	" CUL4B"	genetic	NULL	LPE523
24186	" CLN6"	genetic	NULL	LPE537
24189	" MTPAP"	genetic	NULL	LPE543
24191	" ARID1B"	genetic	NULL	LPE488
24192	" IQSEC2"	genetic	NULL	LPE521
24196	" IL2RA"	genetic	NULL	LPE533
24197	" XRCC4"	genetic	NULL	LPE524
24198	" NDUFV2"	genetic	NULL	LPE529
24199	" CLN8"	genetic	NULL	LPE537
24203	" LIPA"	genetic	NULL	LPE542
24206	" NOP10"	genetic	NULL	LPE489
24209	" PEX14"	genetic	NULL	LPE535
24212	" IMMT"	genetic	NULL	LPE533
24211	" ZMPSTE24"	genetic	NULL	LPE524
24214	" LMNA"	genetic	NULL	LPE542
24218	" RRM2B"	genetic	NULL	LPE488
24220	" JAM3"	genetic	NULL	LPE521
24222	" NF2"	genetic	NULL	LPE529
24224	" INS"	genetic	NULL	LPE533
24226	" MOGS"	genetic	NULL	LPE540
24227	" LPIN1"	genetic	NULL	LPE542
24228	" OFD1"	genetic	NULL	LPE489
24229	" MYH9"	genetic	NULL	LPE543
24232	" KARS"	genetic	NULL	LPE521
24234	" D2HGDH"	genetic	NULL	LPE523
24238	" MPDU1"	genetic	NULL	LPE540
24240	" PEX26"	genetic	NULL	LPE535
24241	" MYO7A"	genetic	NULL	LPE543
24242	" RFT1"	genetic	NULL	LPE488
24246	" NIPA1"	genetic	NULL	LPE529
24248	" CNTNAP4"	genetic	NULL	LPE537
24250	" MYOC"	genetic	NULL	LPE543
24251	" PEX3"	genetic	NULL	LPE535
24252	" MAN1B1"	genetic	NULL	LPE542
24254	" OSTM1"	genetic	NULL	LPE489
24256	" DARS2"	genetic	NULL	LPE523
24257	" KCNH2"	genetic	NULL	LPE521
24260	" COA5"	genetic	NULL	LPE537
24261	" PEX5"	genetic	NULL	LPE535
24262	" MPV17"	genetic	NULL	LPE540
24263	" MANBA"	genetic	NULL	LPE542
24264	" NAA10"	genetic	NULL	LPE543
24266	" PALB2"	genetic	NULL	LPE489
24268	" KCNJ10"	genetic	NULL	LPE521
24269	" NPC1"	genetic	NULL	LPE529
24270	" DBT"	genetic	NULL	LPE523
24271	" IRS2"	genetic	NULL	LPE533
24275	" MTHFR"	genetic	NULL	LPE540
24277	" MET"	genetic	NULL	LPE488
24281	" NPC2"	genetic	NULL	LPE529
24282	" ISCU"	genetic	NULL	LPE533
24285	" COG4"	genetic	NULL	LPE537
24284	" PEX7"	genetic	NULL	LPE535
22821	" TAC3"	genetic	NULL	LPE531
22827	" COG5"	genetic	NULL	LPE542
22844	" HCN1"	genetic	NULL	LPE535
22855	" SCN3B"	genetic	NULL	LPE439
22895	" HPS4"	genetic	NULL	LPE489
22927	" ORC4"	genetic	NULL	LPE524
22944	" TBX5"	genetic	NULL	LPE518
22951	" TSPYL1"	genetic	NULL	LPE531
22961	" SGCA"	genetic	NULL	LPE439
23004	" IFIH1"	genetic	NULL	LPE489
23021	" SHOC2"	genetic	NULL	LPE439
23041	" IFNGR1"	genetic	NULL	LPE489
23055	" WDR35"	genetic	NULL	LPE531
23094	" KANSL1"	genetic	NULL	LPE535
23101	" SNTA1"	genetic	NULL	LPE439
23125	" TNNI3"	genetic	NULL	LPE518
23127	" EPM2A"	genetic	NULL	LPE521
23151	" WWOX"	genetic	NULL	LPE531
23165	" ESR1"	genetic	NULL	LPE521
23203	" EXT2"	genetic	NULL	LPE521
23221	" F2"	genetic	NULL	LPE521
23229	" PHKA2"	genetic	NULL	LPE541
23234	" IL17RA"	genetic	NULL	LPE489
23251	" TBX5"	genetic	NULL	LPE439
23292	" ZIC3"	genetic	NULL	LPE518
23298	" FOXRED1"	genetic	NULL	LPE533
23321	" TNFRSF11B"	genetic	NULL	LPE488
23327	" WNT5A"	genetic	NULL	LPE522
23337	" IL36RN"	genetic	NULL	LPE489
23353	" TNNC1"	genetic	NULL	LPE439
23359	" CACNA1H"	genetic	NULL	LPE537
23402	" IRAK4"	genetic	NULL	LPE489
23421	" FOLR1"	genetic	NULL	LPE521
23429	" HGSNAT"	genetic	NULL	LPE540
23432	" IRF8"	genetic	NULL	LPE489
23491	" MAPK10"	genetic	NULL	LPE535
23496	" JAK2"	genetic	NULL	LPE489
23522	" MCOLN1"	genetic	NULL	LPE535
23526	" IMPDH1"	genetic	NULL	LPE543
23534	" CLN3"	genetic	NULL	LPE523
23557	" HPD"	genetic	NULL	LPE540
23558	" GALNS"	genetic	NULL	LPE542
23600	" GBA"	genetic	NULL	LPE542
23621	" CNTNAP2"	genetic	NULL	LPE523
23628	" LRRC6"	genetic	NULL	LPE489
23630	" HPS6"	genetic	NULL	LPE488
23647	" SLC25A20"	genetic	NULL	LPE490
23690	" GFM1"	genetic	NULL	LPE521
23702	" SMAD3"	genetic	NULL	LPE490
23725	" IVD"	genetic	NULL	LPE540
23727	" KLHL7"	genetic	NULL	LPE543
23733	" SOX2"	genetic	NULL	LPE524
23755	" KRT3"	genetic	NULL	LPE543
23766	" SOX9"	genetic	NULL	LPE524
23796	" LCA5"	genetic	NULL	LPE543
23821	" NDUFS7"	genetic	NULL	LPE535
23826	" SLC26A4"	genetic	NULL	LPE488
23845	" TBX15"	genetic	NULL	LPE524
23888	" NAT8L"	genetic	NULL	LPE529
23906	" LMBRD1"	genetic	NULL	LPE540
23924	" MVK"	genetic	NULL	LPE489
23928	" GRIN2B"	genetic	NULL	LPE521
23936	" HMGCS2"	genetic	NULL	LPE542
23965	" OPA1"	genetic	NULL	LPE488
23998	" NBN"	genetic	NULL	LPE489
24021	" MERTK"	genetic	NULL	LPE543
24026	" TNFSF11"	genetic	NULL	LPE524
24029	" CPS1"	genetic	NULL	LPE523
24042	" NDUFAF5"	genetic	NULL	LPE529
24084	" TRIP11"	genetic	NULL	LPE524
24105	" ATRX"	genetic	NULL	LPE488
24124	" CTDP1"	genetic	NULL	LPE523
24130	" CLCNKB"	genetic	NULL	LPE537
24137	" VCL"	genetic	NULL	LPE490
24195	" CYB5R3"	genetic	NULL	LPE523
24221	" CYP27A1"	genetic	NULL	LPE523
24225	" CNTN1"	genetic	NULL	LPE537
24233	" MAGT1"	genetic	NULL	LPE542
24279	" DCAF17"	genetic	NULL	LPE523
24287	" NDUFA1"	genetic	NULL	LPE543
24291	" KCNJ6"	genetic	NULL	LPE521
24293	" DCX"	genetic	NULL	LPE523
24294	" NPHP1"	genetic	NULL	LPE529
24295	" IYD"	genetic	NULL	LPE533
24296	" PGK1"	genetic	NULL	LPE535
24297	" MFSD8"	genetic	NULL	LPE542
24298	" COG5"	genetic	NULL	LPE537
24299	" MTRR"	genetic	NULL	LPE540
24302	" DDC"	genetic	NULL	LPE523
24305	" KCNMA1"	genetic	NULL	LPE521
24309	" COG6"	genetic	NULL	LPE537
24314	" MYOT"	genetic	NULL	LPE540
24320	" COG7"	genetic	NULL	LPE537
24321	" NAGLU"	genetic	NULL	LPE540
24323	" PIGA"	genetic	NULL	LPE535
24324	" NEUROD1"	genetic	NULL	LPE543
24326	" PIK3CD"	genetic	NULL	LPE489
24327	" KCNQ3"	genetic	NULL	LPE521
24330	" OFD1"	genetic	NULL	LPE529
24332	" COG8"	genetic	NULL	LPE537
24333	" KIF1B"	genetic	NULL	LPE533
24335	" NF2"	genetic	NULL	LPE543
24336	" NAGS"	genetic	NULL	LPE540
24337	" LRP5"	genetic	NULL	LPE488
24349	" ATP1A3"	genetic	NULL	LPE488
24350	" PLCG2"	genetic	NULL	LPE489
24353	" DHCR24"	genetic	NULL	LPE523
24359	" COL18A1"	genetic	NULL	LPE537
24360	" ATP1A2"	genetic	NULL	LPE488
24363	" PLEKHM1"	genetic	NULL	LPE489
24366	" DHCR7"	genetic	NULL	LPE523
24370	" NEUROD1"	genetic	NULL	LPE540
24377	" DHDDS"	genetic	NULL	LPE523
24376	" PLG"	genetic	NULL	LPE489
24380	" PLP1"	genetic	NULL	LPE535
24381	" MPV17"	genetic	NULL	LPE542
24383	" CBL"	genetic	NULL	LPE488
24384	" COL4A2"	genetic	NULL	LPE537
24385	" NPHP3"	genetic	NULL	LPE543
24390	" KMT2D"	genetic	NULL	LPE521
24387	" PMM2"	genetic	NULL	LPE489
24392	" PMM2"	genetic	NULL	LPE535
24394	" MTHFR"	genetic	NULL	LPE542
24398	" COL6A1"	genetic	NULL	LPE537
24399	" HDAC8"	genetic	NULL	LPE488
24403	" DIAPH1"	genetic	NULL	LPE523
24404	" PNKP"	genetic	NULL	LPE535
24406	" NPC1"	genetic	NULL	LPE540
24414	" PC"	genetic	NULL	LPE529
24415	" LCAT"	genetic	NULL	LPE533
24416	" PNPO"	genetic	NULL	LPE535
24417	" NPC2"	genetic	NULL	LPE540
24418	" COL6A3"	genetic	NULL	LPE537
24420	" NR2F1"	genetic	NULL	LPE543
24421	" DCAF17"	genetic	NULL	LPE488
24422	" PRF1"	genetic	NULL	LPE489
24424	" L2HGDH"	genetic	NULL	LPE521
24425	" DKC1"	genetic	NULL	LPE523
24426	" PCDH19"	genetic	NULL	LPE529
24427	" LDLR"	genetic	NULL	LPE533
24428	" POLG"	genetic	NULL	LPE535
24429	" NTRK2"	genetic	NULL	LPE540
24431	" NDUFS1"	genetic	NULL	LPE542
24432	" NRL"	genetic	NULL	LPE543
24434	" TTR"	genetic	NULL	LPE488
24435	" PRKDC"	genetic	NULL	LPE489
24440	" COLQ"	genetic	NULL	LPE537
24439	" LDLRAP1"	genetic	NULL	LPE533
24442	" POMGNT1"	genetic	NULL	LPE535
24446	" NTF4"	genetic	NULL	LPE543
24447	" LAMB1"	genetic	NULL	LPE521
24449	" DLD"	genetic	NULL	LPE523
24452	" LEP"	genetic	NULL	LPE533
24454	" COQ2"	genetic	NULL	LPE537
24456	" NYX"	genetic	NULL	LPE543
24461	" PDSS1"	genetic	NULL	LPE529
24462	" LEPR"	genetic	NULL	LPE533
24463	" DLG3"	genetic	NULL	LPE523
24465	" COQ9"	genetic	NULL	LPE537
24467	" NPC1"	genetic	NULL	LPE542
24469	" TBX22"	genetic	NULL	LPE488
24475	" LHB"	genetic	NULL	LPE533
24474	" PDSS2"	genetic	NULL	LPE529
24476	" PPT1"	genetic	NULL	LPE535
24477	" COX10"	genetic	NULL	LPE537
24480	" NPC2"	genetic	NULL	LPE542
24481	" POLD1"	genetic	NULL	LPE488
22986	" EHMT1"	genetic	NULL	LPE521
23014	" BDNF"	genetic	NULL	LPE537
23017	" FADS2"	genetic	NULL	LPE533
23022	" IFNAR2"	genetic	NULL	LPE489
23102	" ALDOB"	genetic	NULL	LPE541
23107	" EMX2"	genetic	NULL	LPE521
23114	" BOLA3"	genetic	NULL	LPE537
23128	" GLB1"	genetic	NULL	LPE529
23140	" NOTCH3"	genetic	NULL	LPE488
23148	" CDT1"	genetic	NULL	LPE523
23157	" DDOST"	genetic	NULL	LPE542
23169	" ZEB2"	genetic	NULL	LPE531
23190	" FIGLA"	genetic	NULL	LPE533
23213	" DHDDS"	genetic	NULL	LPE542
23216	" DLX5"	genetic	NULL	LPE488
23223	" CEP290"	genetic	NULL	LPE523
23259	" CEP57"	genetic	NULL	LPE523
23297	" HEXA"	genetic	NULL	LPE529
23307	" PRRT2"	genetic	NULL	LPE490
23310	" CHD3"	genetic	NULL	LPE523
23322	" IL2RG"	genetic	NULL	LPE489
23333	" HADHA"	genetic	NULL	LPE540
23354	" IL7R"	genetic	NULL	LPE489
23374	" HK1"	genetic	NULL	LPE543
23390	" SLC25A12"	genetic	NULL	LPE522
23412	" CACNG2"	genetic	NULL	LPE537
23417	" HOXA1"	genetic	NULL	LPE543
23423	" CHRND"	genetic	NULL	LPE523
23460	" HMBS"	genetic	NULL	LPE540
23498	" COX10"	genetic	NULL	LPE488
23509	" HNF1A"	genetic	NULL	LPE540
23510	" FXYD2"	genetic	NULL	LPE542
23524	" KIF5A"	genetic	NULL	LPE529
23533	" GABRG2"	genetic	NULL	LPE521
23540	" HNF4A"	genetic	NULL	LPE540
23552	" L1CAM"	genetic	NULL	LPE529
23568	" GHSR"	genetic	NULL	LPE533
23592	" SGCD"	genetic	NULL	LPE490
23612	" CD207"	genetic	NULL	LPE537
23616	" SLC4A11"	genetic	NULL	LPE488
23623	" LMNB2"	genetic	NULL	LPE529
23654	" CD59"	genetic	NULL	LPE537
23698	" KIF21A"	genetic	NULL	LPE543
23706	" MBD5"	genetic	NULL	LPE529
23709	" GPAM"	genetic	NULL	LPE533
23724	" GPD1"	genetic	NULL	LPE533
23734	" COL18A1"	genetic	NULL	LPE523
23742	" MBL2"	genetic	NULL	LPE489
23751	" NDUFA1"	genetic	NULL	LPE535
23764	" CEP135"	genetic	NULL	LPE537
23792	" HADH"	genetic	NULL	LPE533
23809	" LAMA2"	genetic	NULL	LPE540
23813	" MOGS"	genetic	NULL	LPE489
23823	" GYS2"	genetic	NULL	LPE542
23853	" LMX1B"	genetic	NULL	LPE543
23900	" GRIN1"	genetic	NULL	LPE521
23904	" HLCS"	genetic	NULL	LPE533
23910	" MTHFD1"	genetic	NULL	LPE489
23926	" LTBP2"	genetic	NULL	LPE543
23935	" CHRNA1"	genetic	NULL	LPE537
23942	" COX10"	genetic	NULL	LPE523
23950	" LZTFL1"	genetic	NULL	LPE543
23966	" MAGT1"	genetic	NULL	LPE540
23990	" CHRNB2"	genetic	NULL	LPE537
24009	" NCF1"	genetic	NULL	LPE489
24014	" TNFRSF11B"	genetic	NULL	LPE524
24023	" NCF2"	genetic	NULL	LPE489
24049	" MFRP"	genetic	NULL	LPE543
24103	" MGAT2"	genetic	NULL	LPE540
24106	" MITF"	genetic	NULL	LPE543
24113	" NDUFS3"	genetic	NULL	LPE529
24128	" HTR2A"	genetic	NULL	LPE521
24135	" NLRP1"	genetic	NULL	LPE489
24141	" HYMAI"	genetic	NULL	LPE533
24157	" IER3IP1"	genetic	NULL	LPE533
24168	" IDS"	genetic	NULL	LPE521
24188	" LDHA"	genetic	NULL	LPE542
24201	" MTTP"	genetic	NULL	LPE543
24223	" PEX2"	genetic	NULL	LPE535
24247	" INSR"	genetic	NULL	LPE533
24303	" PRPS1"	genetic	NULL	LPE488
24308	" NUBPL"	genetic	NULL	LPE529
24316	" KCNQ2"	genetic	NULL	LPE521
24334	" MOCS2"	genetic	NULL	LPE542
24341	" DEAF1"	genetic	NULL	LPE523
24358	" NEU1"	genetic	NULL	LPE540
24365	" KLF11"	genetic	NULL	LPE533
24396	" PMS2"	genetic	NULL	LPE489
24400	" LARS2"	genetic	NULL	LPE533
24455	" NHLRC1"	genetic	NULL	LPE542
24484	" LIAS"	genetic	NULL	LPE521
24485	" DMPK"	genetic	NULL	LPE523
24487	" PQBP1"	genetic	NULL	LPE535
24488	" COX15"	genetic	NULL	LPE537
24489	" LHCGR"	genetic	NULL	LPE533
24491	" OPA1"	genetic	NULL	LPE542
24492	" BSND"	genetic	NULL	LPE488
24494	" PSTPIP1"	genetic	NULL	LPE489
24495	" DNAJC19"	genetic	NULL	LPE523
24497	" LMNB2"	genetic	NULL	LPE521
24498	" PEX1"	genetic	NULL	LPE529
24500	" COX6B1"	genetic	NULL	LPE537
24502	" PAH"	genetic	NULL	LPE540
24507	" OFD1"	genetic	NULL	LPE543
24510	" DNM1"	genetic	NULL	LPE523
24514	" PCK1"	genetic	NULL	LPE542
24521	" DNM1L"	genetic	NULL	LPE523
24522	" LIF"	genetic	NULL	LPE533
24525	" PC"	genetic	NULL	LPE540
24526	" PRODH"	genetic	NULL	LPE535
24531	" DNM2"	genetic	NULL	LPE523
24532	" CRYM"	genetic	NULL	LPE488
24535	" LIPA"	genetic	NULL	LPE533
24534	" PEX2"	genetic	NULL	LPE529
24538	" PDHA1"	genetic	NULL	LPE542
24541	" RAC2"	genetic	NULL	LPE489
24544	" CPT2"	genetic	NULL	LPE537
24551	" PDHB"	genetic	NULL	LPE542
24556	" DOCK3"	genetic	NULL	LPE523
24557	" PGK1"	genetic	NULL	LPE529
24560	" PCCB"	genetic	NULL	LPE540
24561	" LIPE"	genetic	NULL	LPE533
24562	" TIMM8A"	genetic	NULL	LPE488
24563	" OTX2"	genetic	NULL	LPE543
24565	" PDHX"	genetic	NULL	LPE542
24571	" MAOA"	genetic	NULL	LPE521
24573	" KCNJ10"	genetic	NULL	LPE488
24576	" PCK1"	genetic	NULL	LPE540
24578	" RAG1"	genetic	NULL	LPE489
24581	" LMF1"	genetic	NULL	LPE533
24582	" QDPR"	genetic	NULL	LPE535
24583	" CREBBP"	genetic	NULL	LPE537
24586	" PDSS2"	genetic	NULL	LPE542
24589	" CEACAM16"	genetic	NULL	LPE488
24588	" PAX2"	genetic	NULL	LPE543
24587	" PCK2"	genetic	NULL	LPE540
24594	" DOK7"	genetic	NULL	LPE523
24595	" LMNA"	genetic	NULL	LPE533
24596	" RAB39B"	genetic	NULL	LPE535
24598	" PDX1"	genetic	NULL	LPE542
24600	" PAX6"	genetic	NULL	LPE543
24604	" MBD5"	genetic	NULL	LPE521
24606	" PLA2G6"	genetic	NULL	LPE529
24608	" PDHA1"	genetic	NULL	LPE540
24615	" MBTPS2"	genetic	NULL	LPE521
24618	" LPL"	genetic	NULL	LPE533
24621	" CSF2RB"	genetic	NULL	LPE537
24622	" PDHB"	genetic	NULL	LPE540
24623	" PEX10"	genetic	NULL	LPE542
24626	" EYA4"	genetic	NULL	LPE488
24627	" MCCC1"	genetic	NULL	LPE521
24628	" DPM1"	genetic	NULL	LPE523
24630	" PMM2"	genetic	NULL	LPE529
24631	" RARS2"	genetic	NULL	LPE535
24632	" PDHX"	genetic	NULL	LPE540
24638	" MCCC2"	genetic	NULL	LPE521
24639	" RFX5"	genetic	NULL	LPE489
24643	" LRP4"	genetic	NULL	LPE533
24644	" RBFOX1"	genetic	NULL	LPE535
24646	" CSTB"	genetic	NULL	LPE537
24648	" PDE6C"	genetic	NULL	LPE543
24649	" PEX12"	genetic	NULL	LPE542
24651	" RFXANK"	genetic	NULL	LPE489
24653	" DPYD"	genetic	NULL	LPE523
24655	" RELN"	genetic	NULL	LPE535
24660	" USH2A"	genetic	NULL	LPE488
24661	" RFXAP"	genetic	NULL	LPE489
24663	" PEX13"	genetic	NULL	LPE542
24666	" PNKD"	genetic	NULL	LPE529
24668	" CTDP1"	genetic	NULL	LPE537
24669	" RFT1"	genetic	NULL	LPE535
24674	" RMRP"	genetic	NULL	LPE489
24681	" CTNNB1"	genetic	NULL	LPE537
24683	" PDZD7"	genetic	NULL	LPE543
24684	" MAMLD1"	genetic	NULL	LPE533
23180	" PCSK9"	genetic	NULL	LPE490
23184	" TP63"	genetic	NULL	LPE522
23206	" PPIB"	genetic	NULL	LPE524
23217	" IL17F"	genetic	NULL	LPE489
23255	" VCL"	genetic	NULL	LPE518
23269	" TCAP"	genetic	NULL	LPE439
23280	" FOXP3"	genetic	NULL	LPE533
23311	" WNT3"	genetic	NULL	LPE522
23315	" KDM6A"	genetic	NULL	LPE535
23340	" UBR1"	genetic	NULL	LPE488
23346	" FTO"	genetic	NULL	LPE533
23347	" KRAS"	genetic	NULL	LPE535
23382	" TNNI3K"	genetic	NULL	LPE439
23383	" EPM2A"	genetic	NULL	LPE542
23416	" CDH23"	genetic	NULL	LPE488
23455	" RUNX2"	genetic	NULL	LPE524
23469	" FTL"	genetic	NULL	LPE521
23479	" PDZD7"	genetic	NULL	LPE488
23511	" TXNRD2"	genetic	NULL	LPE439
23516	" SCN4B"	genetic	NULL	LPE490
23542	" MCPH1"	genetic	NULL	LPE535
23545	" VDR"	genetic	NULL	LPE488
23546	" KMT2D"	genetic	NULL	LPE489
23574	" SLC52A3"	genetic	NULL	LPE488
23575	" SDHA"	genetic	NULL	LPE490
23605	" SHOC2"	genetic	NULL	LPE490
23617	" LPIN2"	genetic	NULL	LPE489
23648	" COG5"	genetic	NULL	LPE523
23664	" SMARCAL1"	genetic	NULL	LPE524
23677	" SMC1A"	genetic	NULL	LPE524
23708	" MTHFR"	genetic	NULL	LPE535
23743	" KRT12"	genetic	NULL	LPE543
23746	" COL1A1"	genetic	NULL	LPE523
23773	" COL3A1"	genetic	NULL	LPE523
23774	" GLI2"	genetic	NULL	LPE521
23803	" COL4A2"	genetic	NULL	LPE523
23814	" TAZ"	genetic	NULL	LPE490
23848	" NDUFV1"	genetic	NULL	LPE535
23865	" CHD2"	genetic	NULL	LPE537
23877	" NEU1"	genetic	NULL	LPE535
23908	" HFE2"	genetic	NULL	LPE542
23943	" GRN"	genetic	NULL	LPE521
23946	" NPC1"	genetic	NULL	LPE535
23948	" CHRNA2"	genetic	NULL	LPE537
23973	" TMEM216"	genetic	NULL	LPE524
23978	" HNF4A"	genetic	NULL	LPE542
24002	" NRXN1"	genetic	NULL	LPE535
24013	" CPLANE1"	genetic	NULL	LPE523
24046	" CHSY1"	genetic	NULL	LPE537
24057	" HSD11B2"	genetic	NULL	LPE533
24074	" TRIM37"	genetic	NULL	LPE524
24107	" TTR"	genetic	NULL	LPE490
24112	" TRPV4"	genetic	NULL	LPE524
24145	" LAMA2"	genetic	NULL	LPE542
24146	" PCNT"	genetic	NULL	LPE535
24147	" PEX1"	genetic	NULL	LPE488
24174	" LDB3"	genetic	NULL	LPE542
24179	" IER3IP1"	genetic	NULL	LPE521
24200	" PEX12"	genetic	NULL	LPE535
24210	" NEU1"	genetic	NULL	LPE529
24272	" PEX6"	genetic	NULL	LPE535
24307	" KCNJ11"	genetic	NULL	LPE533
24312	" NDUFS1"	genetic	NULL	LPE543
24344	" PIGV"	genetic	NULL	LPE535
24346	" NDUFS1"	genetic	NULL	LPE540
24348	" MOGS"	genetic	NULL	LPE542
24371	" MPI"	genetic	NULL	LPE542
24379	" KLHL10"	genetic	NULL	LPE533
24401	" KRAS"	genetic	NULL	LPE521
24409	" PNP"	genetic	NULL	LPE489
24445	" PROC"	genetic	NULL	LPE489
24453	" OPA1"	genetic	NULL	LPE540
24504	" PTEN"	genetic	NULL	LPE489
24511	" LHX4"	genetic	NULL	LPE533
24543	" DNMT3B"	genetic	NULL	LPE523
24546	" LIPC"	genetic	NULL	LPE533
24547	" PSAP"	genetic	NULL	LPE535
24569	" LIPG"	genetic	NULL	LPE533
24580	" MAP2K1"	genetic	NULL	LPE521
24603	" RANBP2"	genetic	NULL	LPE489
24610	" CSF1R"	genetic	NULL	LPE537
24642	" PMP22"	genetic	NULL	LPE529
24647	" MERTK"	genetic	NULL	LPE488
24671	" PEX16"	genetic	NULL	LPE542
24686	" RNASEH2A"	genetic	NULL	LPE489
24688	" MFSD8"	genetic	NULL	LPE521
24689	" DRD5"	genetic	NULL	LPE523
24691	" MAP3K1"	genetic	NULL	LPE533
24692	" RNASEH2B"	genetic	NULL	LPE535
24695	" PEX26"	genetic	NULL	LPE542
24696	" CTSD"	genetic	NULL	LPE537
24697	" SUCLA2"	genetic	NULL	LPE488
24699	" MGAT2"	genetic	NULL	LPE521
24702	" MARS2"	genetic	NULL	LPE533
24703	" POLR3A"	genetic	NULL	LPE529
24705	" CUL4B"	genetic	NULL	LPE537
24706	" PEX11B"	genetic	NULL	LPE540
24715	" MAX"	genetic	NULL	LPE533
24719	" PEX11B"	genetic	NULL	LPE543
24721	" RNF168"	genetic	NULL	LPE489
24722	" ERCC3"	genetic	NULL	LPE488
24724	" DYM"	genetic	NULL	LPE523
24728	" PEX13"	genetic	NULL	LPE540
24731	" POMGNT1"	genetic	NULL	LPE529
24730	" PEX6"	genetic	NULL	LPE542
24732	" PEX12"	genetic	NULL	LPE543
24735	" USH1G"	genetic	NULL	LPE488
24739	" MC2R"	genetic	NULL	LPE533
24743	" PEX13"	genetic	NULL	LPE543
24744	" PEX7"	genetic	NULL	LPE542
24745	" MYO15A"	genetic	NULL	LPE488
24747	" RPGR"	genetic	NULL	LPE489
24753	" DAG1"	genetic	NULL	LPE537
24756	" ERCC4"	genetic	NULL	LPE488
24758	" MOCS1"	genetic	NULL	LPE521
24759	" RPL11"	genetic	NULL	LPE489
24762	" PPT1"	genetic	NULL	LPE529
24764	" PEX16"	genetic	NULL	LPE543
24768	" PGAM2"	genetic	NULL	LPE542
24770	" XPNPEP3"	genetic	NULL	LPE488
24773	" MOCS2"	genetic	NULL	LPE521
24776	" DBT"	genetic	NULL	LPE537
24777	" SCN10A"	genetic	NULL	LPE535
24779	" PGK1"	genetic	NULL	LPE542
24780	" PMP22"	genetic	NULL	LPE488
24784	" MOGS"	genetic	NULL	LPE521
24785	" EBP"	genetic	NULL	LPE523
24789	" PRICKLE1"	genetic	NULL	LPE529
24790	" PEX2"	genetic	NULL	LPE543
24786	" SCN1A"	genetic	NULL	LPE535
24792	" PGM1"	genetic	NULL	LPE542
24794	" MBTPS2"	genetic	NULL	LPE488
24795	" EDA"	genetic	NULL	LPE523
24797	" PRICKLE2"	genetic	NULL	LPE529
24800	" SCN1B"	genetic	NULL	LPE535
24802	" PEX6"	genetic	NULL	LPE540
24803	" PEX26"	genetic	NULL	LPE543
24804	" MRAP"	genetic	NULL	LPE521
24806	" PHKA1"	genetic	NULL	LPE542
24807	" EDN1"	genetic	NULL	LPE523
24808	" PRNP"	genetic	NULL	LPE529
24814	" PEX3"	genetic	NULL	LPE543
24816	" EFNB1"	genetic	NULL	LPE523
24821	" DDOST"	genetic	NULL	LPE537
24823	" PHKB"	genetic	NULL	LPE542
24822	" PFKM"	genetic	NULL	LPE540
24826	" PGAM2"	genetic	NULL	LPE540
24828	" MSX2"	genetic	NULL	LPE521
24827	" MNX1"	genetic	NULL	LPE533
24829	" PRRT2"	genetic	NULL	LPE529
24834	" EGF"	genetic	NULL	LPE523
24836	" RPS26"	genetic	NULL	LPE489
24841	" SCN5A"	genetic	NULL	LPE535
24842	" PEX7"	genetic	NULL	LPE543
24843	" PGK1"	genetic	NULL	LPE540
24844	" RPS7"	genetic	NULL	LPE489
24845	" PHYH"	genetic	NULL	LPE542
24846	" MTHFR"	genetic	NULL	LPE521
24847	" PSAP"	genetic	NULL	LPE529
24850	" MRAP"	genetic	NULL	LPE533
24852	" DHCR7"	genetic	NULL	LPE537
24853	" PLIN1"	genetic	NULL	LPE542
24854	" RSPH4A"	genetic	NULL	LPE489
24859	" EHMT1"	genetic	NULL	LPE523
24861	" PHKA1"	genetic	NULL	LPE540
24862	" RSPH9"	genetic	NULL	LPE489
24863	" MRPL3"	genetic	NULL	LPE533
24865	" PMM2"	genetic	NULL	LPE542
24867	" PTS"	genetic	NULL	LPE529
24870	" MRPS16"	genetic	NULL	LPE533
24871	" DIAPH3"	genetic	NULL	LPE537
24872	" SCO2"	genetic	NULL	LPE535
23371	" CHM"	genetic	NULL	LPE523
23376	" RASGRP2"	genetic	NULL	LPE522
23407	" CHRNB1"	genetic	NULL	LPE523
23410	" GATA6"	genetic	NULL	LPE533
23420	" RYR2"	genetic	NULL	LPE490
23450	" ITCH"	genetic	NULL	LPE489
23451	" MYH14"	genetic	NULL	LPE488
23462	" FLNB"	genetic	NULL	LPE542
23492	" HMGCS2"	genetic	NULL	LPE540
23520	" SERPINH1"	genetic	NULL	LPE524
23541	" GALC"	genetic	NULL	LPE542
23544	" XK"	genetic	NULL	LPE439
23571	" HRAS"	genetic	NULL	LPE540
23573	" IQCB1"	genetic	NULL	LPE543
23608	" CNNM2"	genetic	NULL	LPE523
23611	" MFSD8"	genetic	NULL	LPE535
23640	" KCNV2"	genetic	NULL	LPE543
23643	" GLB1"	genetic	NULL	LPE542
23656	" KCTD7"	genetic	NULL	LPE543
23693	" GOLGA5"	genetic	NULL	LPE533
23720	" COL12A1"	genetic	NULL	LPE523
23740	" GNS"	genetic	NULL	LPE542
