id	gene	type	rowno	test_code
23745	" GLB1"	genetic	NULL	LPE521
23747	" SOX3"	genetic	NULL	LPE524
23770	" LHX3"	genetic	NULL	LPE488
23772	" SOS1"	genetic	NULL	LPE490
23804	" STAT5B"	genetic	NULL	LPE524
23807	" NDUFS4"	genetic	NULL	LPE535
23819	" MPV17"	genetic	NULL	LPE529
23837	" HAMP"	genetic	NULL	LPE542
23856	" SLC26A5"	genetic	NULL	LPE488
23895	" THRB"	genetic	NULL	LPE488
23916	" NDUFA10"	genetic	NULL	LPE529
23939	" MYD88"	genetic	NULL	LPE489
23944	" HMGCS2"	genetic	NULL	LPE533
23945	" TGFB1"	genetic	NULL	LPE524
23969	" TMEM70"	genetic	NULL	LPE490
23971	" COX15"	genetic	NULL	LPE523
24003	" CHRND"	genetic	NULL	LPE537
24007	" MEIS1"	genetic	NULL	LPE543
24018	" MCCC1"	genetic	NULL	LPE540
24037	" MFN2"	genetic	NULL	LPE543
24039	" HESX1"	genetic	NULL	LPE521
24051	" NCSTN"	genetic	NULL	LPE489
24092	" TWNK"	genetic	NULL	LPE488
24115	" PC"	genetic	NULL	LPE535
24142	" CLIC2"	genetic	NULL	LPE537
24143	" WDR35"	genetic	NULL	LPE524
24144	" MMAA"	genetic	NULL	LPE540
24167	" WNT5A"	genetic	NULL	LPE524
24172	" IGF1"	genetic	NULL	LPE533
24202	" MOCS1"	genetic	NULL	LPE540
24208	" ITPR1"	genetic	NULL	LPE521
24215	" MOCS2"	genetic	NULL	LPE540
24235	" INSL3"	genetic	NULL	LPE533
24237	" CNTNAP2"	genetic	NULL	LPE537
24253	" MYO3A"	genetic	NULL	LPE488
24290	" MFN2"	genetic	NULL	LPE542
24313	" PIGA"	genetic	NULL	LPE489
24342	" OPA1"	genetic	NULL	LPE529
24343	" COL12A1"	genetic	NULL	LPE537
24345	" KISS1"	genetic	NULL	LPE533
24367	" OPHN1"	genetic	NULL	LPE529
24368	" COL4A1"	genetic	NULL	LPE537
24402	" PAX6"	genetic	NULL	LPE529
24408	" NR2E3"	genetic	NULL	LPE543
24413	" KRIT1"	genetic	NULL	LPE521
24438	" DLAT"	genetic	NULL	LPE523
24450	" PDHB"	genetic	NULL	LPE529
24490	" OXCT1"	genetic	NULL	LPE540
24513	" PAX4"	genetic	NULL	LPE540
24540	" TBX1"	genetic	NULL	LPE488
24545	" PEX26"	genetic	NULL	LPE529
24568	" DOCK6"	genetic	NULL	LPE523
24601	" IRX5"	genetic	NULL	LPE488
24611	" PEX1"	genetic	NULL	LPE542
24616	" PCDH15"	genetic	NULL	LPE543
24634	" LRP2"	genetic	NULL	LPE533
24637	" PDE6B"	genetic	NULL	LPE543
24645	" PDSS1"	genetic	NULL	LPE540
24690	" POLR1C"	genetic	NULL	LPE529
24712	" MKS1"	genetic	NULL	LPE521
24737	" DYNC1H1"	genetic	NULL	LPE523
24740	" CYP7B1"	genetic	NULL	LPE537
24742	" PEX16"	genetic	NULL	LPE540
24763	" SCARB2"	genetic	NULL	LPE535
24766	" DARS2"	genetic	NULL	LPE537
24801	" DCTN1"	genetic	NULL	LPE537
24812	" PEX7"	genetic	NULL	LPE540
24818	" RPS19"	genetic	NULL	LPE489
24833	" SCN4A"	genetic	NULL	LPE535
24837	" DGUOK"	genetic	NULL	LPE537
24839	" MTFMT"	genetic	NULL	LPE521
24880	" SDHA"	genetic	NULL	LPE535
24881	" PHKB"	genetic	NULL	LPE540
24883	" POLG2"	genetic	NULL	LPE542
24887	" REEP1"	genetic	NULL	LPE529
24888	" MRRF"	genetic	NULL	LPE533
24891	" DLD"	genetic	NULL	LPE537
24892	" PHKG2"	genetic	NULL	LPE540
24893	" EIF2B5"	genetic	NULL	LPE523
24895	" PPARG"	genetic	NULL	LPE542
24899	" MSMO1"	genetic	NULL	LPE533
24900	" NARS2"	genetic	NULL	LPE521
24903	" PHYH"	genetic	NULL	LPE540
24904	" PITPNM3"	genetic	NULL	LPE543
24906	" SBDS"	genetic	NULL	LPE489
24908	" EIF4E"	genetic	NULL	LPE523
24910	" MTCH2"	genetic	NULL	LPE533
24914	" PPT1"	genetic	NULL	LPE542
24918	" MTFMT"	genetic	NULL	LPE533
24919	" DNAH9"	genetic	NULL	LPE537
24923	" PRKAG2"	genetic	NULL	LPE542
24927	" NDRG1"	genetic	NULL	LPE521
24928	" RNF168"	genetic	NULL	LPE529
24932	" POLG"	genetic	NULL	LPE540
24934	" NDUFA1"	genetic	NULL	LPE521
24933	" PLA2G5"	genetic	NULL	LPE543
24936	" MTO1"	genetic	NULL	LPE533
24937	" EMD"	genetic	NULL	LPE523
24938	" RNF170"	genetic	NULL	LPE529
24940	" MTPAP"	genetic	NULL	LPE533
24941	" DNAJB6"	genetic	NULL	LPE537
24942	" POLG2"	genetic	NULL	LPE540
24943	" PSAP"	genetic	NULL	LPE542
24945	" NDUFA2"	genetic	NULL	LPE521
24946	" SH3BP2"	genetic	NULL	LPE489
24947	" ROGDI"	genetic	NULL	LPE529
24948	" EMX2"	genetic	NULL	LPE523
24954	" POLG"	genetic	NULL	LPE543
24955	" NDUFA6"	genetic	NULL	LPE521
24958	" RPGRIP1L"	genetic	NULL	LPE529
24960	" SLC19A3"	genetic	NULL	LPE535
24961	" DNAJC5"	genetic	NULL	LPE537
24964	" PYGM"	genetic	NULL	LPE542
24965	" POMGNT1"	genetic	NULL	LPE543
24966	" NDUFAF2"	genetic	NULL	LPE521
24968	" DNAJC6"	genetic	NULL	LPE537
24970	" RRM2B"	genetic	NULL	LPE529
24971	" SLC1A3"	genetic	NULL	LPE535
24974	" RAI1"	genetic	NULL	LPE542
24977	" NDUFAF3"	genetic	NULL	LPE521
24979	" NDN"	genetic	NULL	LPE533
24982	" PPOX"	genetic	NULL	LPE540
24983	" RFT1"	genetic	NULL	LPE542
24984	" SLC35C1"	genetic	NULL	LPE489
24987	" SCARB2"	genetic	NULL	LPE529
24989	" NDUFA1"	genetic	NULL	LPE533
24992	" PPT1"	genetic	NULL	LPE540
24993	" RNASEH2A"	genetic	NULL	LPE542
24995	" SLC37A4"	genetic	NULL	LPE489
24997	" ERCC2"	genetic	NULL	LPE523
24998	" NDUFA10"	genetic	NULL	LPE533
24999	" SLC25A19"	genetic	NULL	LPE535
25000	" SCN1A"	genetic	NULL	LPE529
25001	" DNMT1"	genetic	NULL	LPE537
25002	" RNASEH2B"	genetic	NULL	LPE542
25003	" PRKAG2"	genetic	NULL	LPE540
25006	" NDUFS4"	genetic	NULL	LPE521
25010	" SLC25A22"	genetic	NULL	LPE535
25012	" DOCK8"	genetic	NULL	LPE537
25014	" PPT1"	genetic	NULL	LPE543
25013	" RNASEH2C"	genetic	NULL	LPE542
25017	" ERCC5"	genetic	NULL	LPE523
25021	" DOK7"	genetic	NULL	LPE537
25022	" RRM2B"	genetic	NULL	LPE542
25023	" PRODH"	genetic	NULL	LPE540
25026	" NDUFS8"	genetic	NULL	LPE521
25028	" SCO1"	genetic	NULL	LPE529
25029	" PSAP"	genetic	NULL	LPE540
25032	" SLC35A1"	genetic	NULL	LPE535
25033	" RYR1"	genetic	NULL	LPE542
25034	" PRCD"	genetic	NULL	LPE543
25035	" NDUFV1"	genetic	NULL	LPE521
25037	" NDUFA2"	genetic	NULL	LPE533
25038	" SDHA"	genetic	NULL	LPE529
25042	" PTF1A"	genetic	NULL	LPE540
25043	" SAMHD1"	genetic	NULL	LPE542
25045	" PRDM5"	genetic	NULL	LPE543
25046	" DPAGT1"	genetic	NULL	LPE537
25047	" SDHAF1"	genetic	NULL	LPE529
25048	" NDUFV2"	genetic	NULL	LPE521
23554	" MECP2"	genetic	NULL	LPE535
23595	" HSD17B4"	genetic	NULL	LPE540
23619	" GCDH"	genetic	NULL	LPE521
23644	" LRRC8A"	genetic	NULL	LPE489
23650	" COQ6"	genetic	NULL	LPE488
23651	" SMAD4"	genetic	NULL	LPE524
23682	" INS"	genetic	NULL	LPE540
23684	" AHI1"	genetic	NULL	LPE488
23721	" MECP2"	genetic	NULL	LPE529
23736	" GPD2"	genetic	NULL	LPE533
23739	" KCNA1"	genetic	NULL	LPE540
23758	" G6PC3"	genetic	NULL	LPE488
23761	" COL1A2"	genetic	NULL	LPE523
23793	" NDUFS3"	genetic	NULL	LPE535
23820	" HADHB"	genetic	NULL	LPE533
23846	" GPHN"	genetic	NULL	LPE521
23852	" CHAT"	genetic	NULL	LPE537
23854	" MRE11A"	genetic	NULL	LPE489
23881	" LOXL1"	genetic	NULL	LPE543
23884	" TFR2"	genetic	NULL	LPE490
23914	" TBXAS1"	genetic	NULL	LPE524
23933	" NOTCH3"	genetic	NULL	LPE535
23938	" MIR96"	genetic	NULL	LPE488
23957	" THPO"	genetic	NULL	LPE524
23958	" NDUFA2"	genetic	NULL	LPE529
23991	" MANBA"	genetic	NULL	LPE540
24020	" HYAL1"	genetic	NULL	LPE542
24044	" HSD11B1"	genetic	NULL	LPE533
24048	" IFIH1"	genetic	NULL	LPE542
24050	" TRDN"	genetic	NULL	LPE490
24076	" MIP"	genetic	NULL	LPE543
24114	" HSPA9"	genetic	NULL	LPE533
24133	" APOA1"	genetic	NULL	LPE488
24139	" ICK"	genetic	NULL	LPE521
24155	" NDUFS7"	genetic	NULL	LPE529
24162	" WNT3"	genetic	NULL	LPE524
24193	" ZIC3"	genetic	NULL	LPE490
24217	" NRAS"	genetic	NULL	LPE489
24239	" KCNA1"	genetic	NULL	LPE521
24244	" DAG1"	genetic	NULL	LPE523
24249	" MPI"	genetic	NULL	LPE540
24274	" MCOLN1"	genetic	NULL	LPE542
24276	" NDP"	genetic	NULL	LPE543
24310	" SMPX"	genetic	NULL	LPE488
24331	" PIGO"	genetic	NULL	LPE535
24355	" KISS1R"	genetic	NULL	LPE533
24361	" NMNAT1"	genetic	NULL	LPE543
24393	" NHLRC1"	genetic	NULL	LPE540
24419	" NAGLU"	genetic	NULL	LPE542
24437	" PDHA1"	genetic	NULL	LPE529
24441	" OAT"	genetic	NULL	LPE540
24451	" POMT1"	genetic	NULL	LPE535
24472	" LGI1"	genetic	NULL	LPE521
24473	" DMD"	genetic	NULL	LPE523
24529	" RAB27A"	genetic	NULL	LPE489
24537	" PCBD1"	genetic	NULL	LPE540
24553	" NDUFA9"	genetic	NULL	LPE488
24564	" PTCH1"	genetic	NULL	LPE535
24592	" MAPT"	genetic	NULL	LPE521
24620	" RAI1"	genetic	NULL	LPE535
24633	" PEX11B"	genetic	NULL	LPE542
24636	" ATP2B2"	genetic	NULL	LPE488
24654	" LRP5"	genetic	NULL	LPE533
24672	" PDE6H"	genetic	NULL	LPE543
24673	" GFER"	genetic	NULL	LPE488
24704	" RNASEH2C"	genetic	NULL	LPE535
24729	" CYP27A1"	genetic	NULL	LPE537
24736	" MMACHC"	genetic	NULL	LPE521
24754	" PEX2"	genetic	NULL	LPE540
24765	" DYSF"	genetic	NULL	LPE523
24791	" PEX5"	genetic	NULL	LPE540
24819	" SCN3A"	genetic	NULL	LPE535
24831	" PHKG2"	genetic	NULL	LPE542
24832	" PEX6"	genetic	NULL	LPE543
24849	" PGM1"	genetic	NULL	LPE540
24869	" POLG"	genetic	NULL	LPE542
24873	" PHKA2"	genetic	NULL	LPE540
24902	" PPOX"	genetic	NULL	LPE542
24931	" PRKAG3"	genetic	NULL	LPE542
24930	" SHOC2"	genetic	NULL	LPE535
24952	" PYGL"	genetic	NULL	LPE542
24963	" SLC29A3"	genetic	NULL	LPE489
24986	" NDUFAF5"	genetic	NULL	LPE521
25019	" NDUFA12"	genetic	NULL	LPE533
25030	" DOLK"	genetic	NULL	LPE537
25031	" NDUFA13"	genetic	NULL	LPE533
25041	" SMARCAL1"	genetic	NULL	LPE489
25049	" SLC46A1"	genetic	NULL	LPE535
25050	" NDUFA4"	genetic	NULL	LPE533
25055	" PRKAA2"	genetic	NULL	LPE543
25066	" SEPSECS"	genetic	NULL	LPE529
25067	" ETHE1"	genetic	NULL	LPE523
25068	" SP110"	genetic	NULL	LPE489
25069	" DRD2"	genetic	NULL	LPE537
25070	" SLC6A1"	genetic	NULL	LPE535
25071	" NDUFA7"	genetic	NULL	LPE533
25073	" SGSH"	genetic	NULL	LPE542
25074	" PROM1"	genetic	NULL	LPE543
25075	" SPINK5"	genetic	NULL	LPE489
25082	" DRD3"	genetic	NULL	LPE537
25087	" SLC16A2"	genetic	NULL	LPE529
25090	" SLC9A6"	genetic	NULL	LPE535
25092	" SLC16A1"	genetic	NULL	LPE542
25094	" PRPF31"	genetic	NULL	LPE543
25098	" SLC17A5"	genetic	NULL	LPE529
25100	" DST"	genetic	NULL	LPE537
25102	" RAI1"	genetic	NULL	LPE540
25103	" SLC17A5"	genetic	NULL	LPE542
25104	" PRPF6"	genetic	NULL	LPE543
25106	" NHLRC1"	genetic	NULL	LPE521
25109	" SMC1A"	genetic	NULL	LPE535
25110	" NDUFAF2"	genetic	NULL	LPE533
25116	" EZH2"	genetic	NULL	LPE523
25118	" SLC19A3"	genetic	NULL	LPE529
25119	" NDUFAF3"	genetic	NULL	LPE533
25125	" STIM1"	genetic	NULL	LPE489
25127	" FA2H"	genetic	NULL	LPE523
25128	" NDUFAF4"	genetic	NULL	LPE533
25129	" SLC1A3"	genetic	NULL	LPE529
25130	" SMS"	genetic	NULL	LPE535
25132	" RNASEH2A"	genetic	NULL	LPE540
25133	" SLC2A2"	genetic	NULL	LPE542
25134	" PRPS1"	genetic	NULL	LPE543
25135	" STK4"	genetic	NULL	LPE489
25136	" FAM126A"	genetic	NULL	LPE523
25138	" NOTCH3"	genetic	NULL	LPE521
25140	" SPRED1"	genetic	NULL	LPE535
25141	" DYRK1A"	genetic	NULL	LPE537
25142	" RNASEH2B"	genetic	NULL	LPE540
25144	" PRSS56"	genetic	NULL	LPE543
25145	" STX11"	genetic	NULL	LPE489
25147	" SLC2A1"	genetic	NULL	LPE529
25148	" FAM20A"	genetic	NULL	LPE523
25154	" SLC35A1"	genetic	NULL	LPE542
25156	" NRXN1"	genetic	NULL	LPE521
25158	" SLC33A1"	genetic	NULL	LPE529
25159	" EARS2"	genetic	NULL	LPE537
25160	" SRGAP2"	genetic	NULL	LPE535
25163	" SLC35C1"	genetic	NULL	LPE542
25165	" TAP1"	genetic	NULL	LPE489
25166	" PTCH1"	genetic	NULL	LPE543
25168	" NSD1"	genetic	NULL	LPE521
25169	" NDUFB3"	genetic	NULL	LPE533
25170	" EBP"	genetic	NULL	LPE537
25174	" PXDN"	genetic	NULL	LPE543
25175	" NSDHL"	genetic	NULL	LPE521
25179	" NDUFB6"	genetic	NULL	LPE533
25180	" RYR1"	genetic	NULL	LPE540
25181	" SLC39A4"	genetic	NULL	LPE542
25184	" RAB18"	genetic	NULL	LPE543
25189	" NDUFB9"	genetic	NULL	LPE533
25190	" NTRK1"	genetic	NULL	LPE521
25194	" SAMHD1"	genetic	NULL	LPE540
25196	" TAZ"	genetic	NULL	LPE489
25197	" SLC6A1"	genetic	NULL	LPE529
25198	" FBN2"	genetic	NULL	LPE523
25199	" NDUFC2"	genetic	NULL	LPE533
25201	" EFHC1"	genetic	NULL	LPE537
25204	" RAB3GAP1"	genetic	NULL	LPE543
25203	" SCN4A"	genetic	NULL	LPE540
25206	" NUBPL"	genetic	NULL	LPE521
25209	" SUMF1"	genetic	NULL	LPE535
25211	" SDC3"	genetic	NULL	LPE540
25212	" SLC46A1"	genetic	NULL	LPE542
25215	" TBX1"	genetic	NULL	LPE489
25218	" FGF14"	genetic	NULL	LPE523
25219	" SUOX"	genetic	NULL	LPE535
25221	" EGR2"	genetic	NULL	LPE537
25222	" SDCCAG8"	genetic	NULL	LPE540
25223	" TCIRG1"	genetic	NULL	LPE489
25228	" NDUFS3"	genetic	NULL	LPE533
25229	" SURF1"	genetic	NULL	LPE535
25230	" SOD1"	genetic	NULL	LPE529
25231	" RAX2"	genetic	NULL	LPE543
25232	" EHMT1"	genetic	NULL	LPE537
25233	" SLC6A8"	genetic	NULL	LPE542
25234	" OTC"	genetic	NULL	LPE521
25238	" SOX10"	genetic	NULL	LPE529
25239	" NDUFS4"	genetic	NULL	LPE533
23718	" SOST"	genetic	NULL	LPE524
23728	" MASP2"	genetic	NULL	LPE489
23741	" MAFB"	genetic	NULL	LPE488
23748	" SMAD9"	genetic	NULL	LPE490
23750	" GPIHBP1"	genetic	NULL	LPE533
23757	" GPC3"	genetic	NULL	LPE542
23762	" GUCY2C"	genetic	NULL	LPE533
23790	" SRCAP"	genetic	NULL	LPE524
23797	" GYG1"	genetic	NULL	LPE542
23828	" TBX1"	genetic	NULL	LPE490
23869	" MKL1"	genetic	NULL	LPE489
23883	" MS4A1"	genetic	NULL	LPE489
23891	" NF1"	genetic	NULL	LPE535
23921	" LMNA"	genetic	NULL	LPE540
23947	" NDUFA12"	genetic	NULL	LPE529
23952	" HNF1A"	genetic	NULL	LPE542
23954	" HACE1"	genetic	NULL	LPE521
23963	" CHRNA4"	genetic	NULL	LPE537
23989	" NR2F1"	genetic	NULL	LPE535
24031	" MCCC2"	genetic	NULL	LPE540
24063	" MFSD8"	genetic	NULL	LPE543
24081	" TTC8"	genetic	NULL	LPE490
24089	" PAK3"	genetic	NULL	LPE535
24122	" TXNRD2"	genetic	NULL	LPE490
24125	" TYROBP"	genetic	NULL	LPE524
24138	" CTNNB1"	genetic	NULL	LPE523
24148	" MMACHC"	genetic	NULL	LPE543
24150	" YWHAE"	genetic	NULL	LPE490
24153	" CTSA"	genetic	NULL	LPE523
24163	" ZDHHC9"	genetic	NULL	LPE490
24187	" MMADHC"	genetic	NULL	LPE540
24190	" NOD2"	genetic	NULL	LPE489
24231	" PEX6"	genetic	NULL	LPE488
24258	" NKX2-1"	genetic	NULL	LPE529
24278	" PCCA"	genetic	NULL	LPE489
24288	" PCCB"	genetic	NULL	LPE489
24322	" MOCS1"	genetic	NULL	LPE542
24325	" USH1C"	genetic	NULL	LPE488
24338	" PIK3R1"	genetic	NULL	LPE489
24347	" NHS"	genetic	NULL	LPE543
24352	" KDM5C"	genetic	NULL	LPE521
24362	" KIF1A"	genetic	NULL	LPE521
24391	" KLHL3"	genetic	NULL	LPE533
24388	" PANK2"	genetic	NULL	LPE529
24430	" COL7A1"	genetic	NULL	LPE537
24458	" CHSY1"	genetic	NULL	LPE488
24479	" OTC"	genetic	NULL	LPE540
24486	" PDYN"	genetic	NULL	LPE529
24523	" PEX16"	genetic	NULL	LPE529
24527	" PCK2"	genetic	NULL	LPE542
24536	" PRRT2"	genetic	NULL	LPE535
24548	" MAF"	genetic	NULL	LPE521
24550	" PCCA"	genetic	NULL	LPE540
24552	" OPTN"	genetic	NULL	LPE543
24559	" CRADD"	genetic	NULL	LPE537
24599	" CRYAB"	genetic	NULL	LPE537
24625	" RECQL4"	genetic	NULL	LPE489
24658	" CTC1"	genetic	NULL	LPE537
24676	" MEF2C"	genetic	NULL	LPE521
24685	" GALE"	genetic	NULL	LPE488
24726	" MBD5"	genetic	NULL	LPE533
24733	" RNU4ATAC"	genetic	NULL	LPE489
24748	" MMADHC"	genetic	NULL	LPE521
24750	" MC4R"	genetic	NULL	LPE533
24751	" POMT2"	genetic	NULL	LPE529
24793	" RPS10"	genetic	NULL	LPE489
24799	" MINPP1"	genetic	NULL	LPE533
24825	" RPS24"	genetic	NULL	LPE489
24855	" MTHFS"	genetic	NULL	LPE521
24877	" EIF2B3"	genetic	NULL	LPE523
24885	" SAMD9"	genetic	NULL	LPE489
24922	" PMM2"	genetic	NULL	LPE540
24925	" ELP2"	genetic	NULL	LPE523
24929	" DNAJB2"	genetic	NULL	LPE537
24944	" PNPLA6"	genetic	NULL	LPE543
24950	" SLC17A5"	genetic	NULL	LPE535
24953	" POMC"	genetic	NULL	LPE540
24956	" ENTPD1"	genetic	NULL	LPE523
24990	" SLC25A15"	genetic	NULL	LPE535
24994	" PON2"	genetic	NULL	LPE543
25024	" SLC7A7"	genetic	NULL	LPE489
25060	" SLC4A10"	genetic	NULL	LPE535
25076	" EXOSC3"	genetic	NULL	LPE523
25085	" PRPF3"	genetic	NULL	LPE543
25121	" RFX6"	genetic	NULL	LPE540
25124	" PRPH2"	genetic	NULL	LPE543
25131	" DYNC2H1"	genetic	NULL	LPE537
25143	" SLC30A10"	genetic	NULL	LPE542
25150	" RNASEH2C"	genetic	NULL	LPE540
25151	" NDUFAF6"	genetic	NULL	LPE533
25153	" PRX"	genetic	NULL	LPE543
25186	" STIL"	genetic	NULL	LPE535
25191	" SLC3A1"	genetic	NULL	LPE542
25226	" SLC6A19"	genetic	NULL	LPE542
25240	" SYN1"	genetic	NULL	LPE535
25241	" EIF2B1"	genetic	NULL	LPE537
25244	" RB1"	genetic	NULL	LPE543
25245	" TERC"	genetic	NULL	LPE489
25247	" FGFR3"	genetic	NULL	LPE523
25248	" SPAST"	genetic	NULL	LPE529
25252	" EIF2B2"	genetic	NULL	LPE537
25261	" EIF2B3"	genetic	NULL	LPE537
25262	" PCDH19"	genetic	NULL	LPE521
25264	" TFRC"	genetic	NULL	LPE489
25266	" RBP4"	genetic	NULL	LPE543
25268	" NDUFS7"	genetic	NULL	LPE533
25269	" SPG21"	genetic	NULL	LPE529
25271	" EIF2B4"	genetic	NULL	LPE537
25272	" SRD5A3"	genetic	NULL	LPE542
25274	" SLC16A1"	genetic	NULL	LPE540
25275	" RD3"	genetic	NULL	LPE543
25277	" FKRP"	genetic	NULL	LPE523
25281	" NDUFS8"	genetic	NULL	LPE533
25284	" TICAM1"	genetic	NULL	LPE489
25286	" PDHX"	genetic	NULL	LPE521
25292	" EIF4E"	genetic	NULL	LPE537
25294	" RDH5"	genetic	NULL	LPE543
25299	" NDUFV2"	genetic	NULL	LPE533
25300	" EIF4G1"	genetic	NULL	LPE537
25301	" SLC25A13"	genetic	NULL	LPE540
25302	" TBC1D4"	genetic	NULL	LPE542
25304	" TIRAP"	genetic	NULL	LPE489
25307	" PEX13"	genetic	NULL	LPE521
25308	" FLVCR1"	genetic	NULL	LPE523
25315	" SUCLG1"	genetic	NULL	LPE529
25318	" TLR3"	genetic	NULL	LPE489
25319	" ELOVL4"	genetic	NULL	LPE537
25320	" NEUROD1"	genetic	NULL	LPE533
25321	" SLC25A20"	genetic	NULL	LPE540
25323	" TCN2"	genetic	NULL	LPE542
25326	" PEX2"	genetic	NULL	LPE521
25327	" NF1"	genetic	NULL	LPE533
25328	" FMN2"	genetic	NULL	LPE523
25329	" TMEM70"	genetic	NULL	LPE535
25330	" SUMF1"	genetic	NULL	LPE529
25331	" EMD"	genetic	NULL	LPE537
25332	" TFR2"	genetic	NULL	LPE542
25333	" SLC25A3"	genetic	NULL	LPE540
25335	" NFU1"	genetic	NULL	LPE533
25336	" FMR1"	genetic	NULL	LPE523
25337	" SUOX"	genetic	NULL	LPE529
25340	" TPP1"	genetic	NULL	LPE535
25342	" RHO"	genetic	NULL	LPE543
25343	" SLC25A4"	genetic	NULL	LPE540
25344	" TIMM8A"	genetic	NULL	LPE542
25345	" TNFAIP3"	genetic	NULL	LPE489
25346	" SURF1"	genetic	NULL	LPE529
25347	" FOLR1"	genetic	NULL	LPE523
25348	" PEX5"	genetic	NULL	LPE521
25350	" TREX1"	genetic	NULL	LPE535
25352	" ENO3"	genetic	NULL	LPE537
25354	" TK2"	genetic	NULL	LPE542
25355	" RIMS1"	genetic	NULL	LPE543
25356	" TNFRSF11A"	genetic	NULL	LPE489
25359	" ENTPD1"	genetic	NULL	LPE537
25361	" TSC1"	genetic	NULL	LPE535
25364	" TMEM126A"	genetic	NULL	LPE542
25365	" TSC2"	genetic	NULL	LPE535
25366	" PHF6"	genetic	NULL	LPE521
25369	" NLRP3"	genetic	NULL	LPE533
25370	" TACO1"	genetic	NULL	LPE529
25375	" ROBO3"	genetic	NULL	LPE543
25377	" FOXP2"	genetic	NULL	LPE523
25378	" TBC1D24"	genetic	NULL	LPE529
25380	" TSEN2"	genetic	NULL	LPE535
25381	" EP300"	genetic	NULL	LPE537
25385	" ROM1"	genetic	NULL	LPE543
25388	" FRAS1"	genetic	NULL	LPE523
25389	" NLRX1"	genetic	NULL	LPE533
25390	" TSEN34"	genetic	NULL	LPE535
25391	" EPB41L1"	genetic	NULL	LPE537
25394	" RP1"	genetic	NULL	LPE543
25397	" FREM2"	genetic	NULL	LPE523
25399	" NOBOX"	genetic	NULL	LPE533
25404	" RP1L1"	genetic	NULL	LPE543
25402	" TRPM6"	genetic	NULL	LPE542
25405	" TNFSF11"	genetic	NULL	LPE489
23915	" GRIN2A"	genetic	NULL	LPE521
23920	" CHRM3"	genetic	NULL	LPE537
23940	" TGFBR2"	genetic	NULL	LPE490
23977	" CHRNB1"	genetic	NULL	LPE537
23984	" HAX1"	genetic	NULL	LPE521
24010	" TNNI3"	genetic	NULL	LPE490
24011	" HCN2"	genetic	NULL	LPE521
24070	" HSD17B10"	genetic	NULL	LPE533
24075	" CISH"	genetic	NULL	LPE537
24090	" KCNA1"	genetic	NULL	LPE542
24102	" CLCN2"	genetic	NULL	LPE537
24110	" CSF1R"	genetic	NULL	LPE523
24118	" MKKS"	genetic	NULL	LPE543
24119	" VPS13B"	genetic	NULL	LPE488
24140	" NDUFS6"	genetic	NULL	LPE529
24175	" MMP9"	genetic	NULL	LPE488
24182	" NDUFV1"	genetic	NULL	LPE529
24184	" IGF1R"	genetic	NULL	LPE533
24204	" LRTOMT"	genetic	NULL	LPE488
24207	" CYP24A1"	genetic	NULL	LPE523
24265	" MYH9"	genetic	NULL	LPE488
24273	" COG1"	genetic	NULL	LPE537
24289	" CLRN1"	genetic	NULL	LPE488
24300	" NDUFA9"	genetic	NULL	LPE543
24311	" MGAT2"	genetic	NULL	LPE542
24317	" NUP62"	genetic	NULL	LPE529
24318	" DDOST"	genetic	NULL	LPE523
24340	" KCTD7"	genetic	NULL	LPE521
24373	" NPHP1"	genetic	NULL	LPE543
24378	" OTC"	genetic	NULL	LPE529
24382	" NEUROG3"	genetic	NULL	LPE540
24405	" COL6A2"	genetic	NULL	LPE537
24407	" MYOT"	genetic	NULL	LPE542
24464	" POMT2"	genetic	NULL	LPE535
24470	" PSENEN"	genetic	NULL	LPE489
24493	" OCRL"	genetic	NULL	LPE543
24499	" LHX3"	genetic	NULL	LPE533
24509	" PEX10"	genetic	NULL	LPE529
24515	" OPA1"	genetic	NULL	LPE543
24519	" LRPPRC"	genetic	NULL	LPE521
24539	" OPTC"	genetic	NULL	LPE543
24575	" CRBN"	genetic	NULL	LPE537
24584	" DOCK8"	genetic	NULL	LPE523
24605	" DOLK"	genetic	NULL	LPE523
24607	" LPA"	genetic	NULL	LPE533
24664	" MED17"	genetic	NULL	LPE521
24670	" PDX1"	genetic	NULL	LPE540
24694	" PEX1"	genetic	NULL	LPE543
24698	" RNASEH2B"	genetic	NULL	LPE489
24707	" PEX3"	genetic	NULL	LPE542
24714	" POLR3B"	genetic	NULL	LPE529
24720	" PEX5"	genetic	NULL	LPE542
24741	" RYR3"	genetic	NULL	LPE535
24772	" EARS2"	genetic	NULL	LPE523
24778	" PEX3"	genetic	NULL	LPE540
24782	" PEX19"	genetic	NULL	LPE543
24805	" RPS17"	genetic	NULL	LPE489
24809	" MKKS"	genetic	NULL	LPE533
24860	" DHH"	genetic	NULL	LPE537
24868	" EIF2AK3"	genetic	NULL	LPE523
24894	" SAMHD1"	genetic	NULL	LPE489
24897	" RELN"	genetic	NULL	LPE529
24905	" NDE1"	genetic	NULL	LPE521
24913	" PITX2"	genetic	NULL	LPE543
24921	" SHH"	genetic	NULL	LPE535
24939	" SIX3"	genetic	NULL	LPE535
24972	" PPARGC1B"	genetic	NULL	LPE540
24978	" RTN2"	genetic	NULL	LPE529
24980	" SLC25A12"	genetic	NULL	LPE535
25004	" PORCN"	genetic	NULL	LPE543
25008	" SCN2A"	genetic	NULL	LPE529
